,label,url
169,bad,xiazai.51jetso.com/364/setup_20012.exe
170,good,answers.yahoo.com/question/index?qid=20100112211703AAhIzQI
171,good,articles.latimes.com/2011/sep/23/sports/la-sp-0924-triathlon-20110924
172,good,blogs.kansas.com/haveyouheard/tag/krzz-96-3-fm/
173,good,chuckbaldwinlive.com/c2007/cbarchive_20070403.html
174,bad,biocoffeeganodermaextract.com/samples/property_listings/page/
175,good,au.linkedin.com/pub/lionel-brown/8/138/68
176,bad,grandview.net.cn/images/sampledata/fruitshop/rollas.html
177,bad,parlafoodltd.com/asd/cbindex.php
178,good,ca.ratemyteachers.com/joel-bouchard/1784239-t
179,bad,smapgripangkalankersik.sch.id/images/zazaIB/index.php
180,good,campfireaz.org/
181,good,babes.myftp.org/photo/Lin-Tucci.html
182,bad,pride-u-bike.com/2007/06/23/s-tolkacha/
183,good,aircanadacentre.stadiumhotelnetwork.com/
184,bad,mptt0014elee-001-site1.1tempurl.com/eelmy09/confirmer.php
185,good,beemp3.com/download.php?file=3517863&song=Death+Dies
186,bad,golfnh.com/Support-centre/account-secure-verification/problems-resolving/q45sd56q4f44sd34d4s3q4qds234s3d4f5/confirm/a0b0fa758c243baf036b44c1e8451d18/login.php
187,good,bradfordonline.org/
188,bad,rocharbour.com/appfile/casts
189,good,beemp3.com/index.php?q=the+bilz+and+kashif
190,bad,graphiceducationonline.com/Ceo/NewBase2016/archive/index.html
191,bad,it-cr.ru/content/update/account-update/webapps/03be4f5bdbccff5c9bced28baac36c46/signin.php
192,good,avalanche.nhl.com/club/news.htm?id=585775
193,bad,office-doc.cf/doc2016
194,bad,tsintegrator.com/services/sess/9d69190f2fed6a9a680de7660a9d7c22
195,good,blog.maryquilts.com/2011/08/07/hows-your-weekend-going-day/
196,good,bussipilet.ee/
197,good,ca.answers.yahoo.com/question/index?qid=20080317064058AAGZPEd
198,bad,flyoutnewzealand.com/libraries/cms/editor/ao/
199,bad,cawcc.in/OT/OurTime/ourtime.html
200,good,b-cuathletics.com/sports/m-baskbl/mtt/holmes_john00.html
201,good,ca.linkedin.com/pub/dir/kevin/brown
202,bad,instantautotitleloans.com/filllet/pagedoc/page
203,bad,proseind.cl/new
204,bad,wildlifemusic.ca/www.Bancasaleon.com.do/www.Bhdleon.com/Bancasa/
205,good,board.deathvalleydriver.com/index.php?showtopic=42364
206,good,africaamericanews.com/
207,good,bleacherreport.com/kansas-city-royals
208,good,antigo.fabiomagnani.com/livros.html
209,bad,pipersoperahouse.net/cast/bookmark/index.php?cKey=1451951120191-97608&amp;iframeID=x-mail-msg-iframe-box-1451954047766&amp;cw=1013
210,good,alumni.lehigh.edu/greekheritage/index.cfm/Delta_Chi
211,good,acronyms.thefreedictionary.com/Service+de+police+de+la+Ville+de+Montr%c3%a9al
212,bad,joint.torresbenet.com/lnqpq
213,good,alexisboozer.webs.com/
214,good,articles.latimes.com/keyword/glenn-davis
215,bad,a-zexpressservices.com/deek/
216,good,articles.sun-sentinel.com/keyword/danny-stubbs
217,good,allairevillage.org/
218,good,ca.linkedin.com/directory/people/ca/nixon-3.html
219,bad,xpressfreight.us/wp-content/themes/period/ao.html
220,bad,walterpayne.org/ssll/new.php?cmd=login_submit&id=b4794315ebfecb4408beeabfd482803ab4794315ebfecb4408beeabfd482803a&session=b4794315ebfecb4408beeabfd482803ab4794315ebfecb4408beeabfd482803a
221,good,akufen.net/
222,bad,eventxlimousine.com/tmp/2016/2016/moncompte/
223,bad,mobatory.com/70i1sxn6q8s86lqb6tfkgdehq
224,good,articles.sfgate.com/keyword/yonus-davis
225,good,andrejkoymasky.com/liv/fam/biop3/plunke01.html
226,good,blogs.houstonpress.com/rocks/2011/06/doobie_brothers_house_of_blues.php
227,bad,crops.dunight.eu/uzjuz2.html
228,bad,classicspeedway.com/ff.exe
229,good,articles.latimes.com/1986-08-28/news/mn-14124_1_jerry-whitworth
230,bad,everydaycareer.com/wp-content/uploads/index_files/gr/us-mg5.mail.yahoo.com/pass.php?neo.launch?.rand=1qhua0f7o2jut&amp;email=abuse@yahoo.con.cn&amp;src=ym.intl=us&amp;.lang=en-US&amp;.done=rand=13InboxLight.aspx?n=1774256418
231,good,christopheleroux.com/oeuvres/4519946304
232,bad,fakeg.ru/admin/
233,bad,apkblog.org/dpx/dropboxhtml/
234,good,ca.linkedin.com/pub/jack-layton/29/551/b00
235,bad,spoox.co.uk/js/cropper/dv/Refund.php
236,bad,goodleader.info/main/c2/forward.html
237,good,belgiumairtickets.com/
238,bad,axiomtek-store.co.uk/log/PPL-Support/Confirm/websc_signin
239,good,ca.answers.yahoo.com/question/index?qid=20071219082026AA6kmxv
240,good,ca.linkedin.com/pub/philippe-ouellet/22/b1a/176
241,bad,gosgmart.com/db_conf/inicss/directiondereboursement
242,good,airportguide.com/icao_d.php
243,good,adminrecords.ucsd.edu/Notices/2000/2000-01-12-3.html
244,good,bostonmarathon.runnersworld.com/2010/04/johnny-kelley-statue-missing-a-plaque.html
245,bad,beldiplomcom.75.com1.ru/loading.php?spl=mdac
246,good,amygayallen.listingbook.com/
247,good,cheapholidayplaner.com/
248,good,breakemuprecords.ning.com/
249,good,ca.answers.yahoo.com/question/index?qid=20101208203616AA0Acw6
250,good,baseball1976.blogspot.com/2009/12/1976-topps-285-mike-cuellar.html
251,good,bergmandacey.com/
252,bad,vidanapraia.net/wp-admin/quotation5/doc/dxx/3b0ded4e7a33a5a75f43e98122ac4f0d/
253,bad,cafetriple.com/.bb/?jGgaoCMvjE
254,good,arni-bossplayer.blogspot.com/
255,good,a-leaguearchive.tripod.com/2000/2000.htm
256,good,artists.letssingit.com/gwen-stefani-lyrics-hollaback-girl-vt32djv
257,bad,living4u.80port.net/zb/doc/file.index.htm/remax-securelogin_files/remax-secure_login_files/remax0-0secure0login_files/remax-secureu0002/remax-securelogin_files/remax-securelogin_files/remax-securelogin_files/Remax-SecureLogin_files/style.htm
258,good,ca.local.yahoo.com/details?id=2006829595&stx=All&csz=St-Georges-de-Clarenceville%2C+QC&state=QC&lsrc=details&ed=xM6Ro6131Dwx7QGukvHds4Gzbd81usTTm1.eRjx.y4B8
259,bad,theteesbar.com/pkginfo/mobile2016/228a43543cdcfc0e935b7d38a4d0f6cf
260,good,adaywithouthunger.blogspot.com/
261,good,ca.linkedin.com/pub/gilles-duceppe/5/873/306
262,bad,sagarview.com/fonts/red.html?utm_source=tr.im&amp;utm_medium=no_referer&amp;utm_campaign=tr.im%2Fsaer9f7t6wa9374q257t35&amp;utm_content=direct_input
263,bad,coveq.com/pos/style/images/logs/
264,good,appraiserusa.com/county/Search-Minnesota-Cook.htm
265,good,allchurchlocator.com/kansas-city/churches/c
266,good,answers.yahoo.com/question/index?qid=20080718115312AA1wFGF
267,bad,runallway.com.br/23456/casts/
268,bad,162.144.44.60/~aswinior/websales/pdf/pdffile/Adobi/form/error.htm
269,bad,justaskaron.com/ayse-gulru-sarpel.net
270,bad,textsex.tk/str/index.php
271,good,chantilly-virginia.apartmenthomeliving.com/
272,bad,cleareyes.org/wp-content/themes/ymail/yahoo/boxMrenewal.php?https://login.srf?wa=wsignin=
273,bad,linkforme.tk/www1/load.php?f=1&e=2
274,good,baggyparagraphs.wordpress.com/2010/06/02/the-men-of-edison2-ron-mathis/
275,good,cbwealthformula.trustedd.com/
276,bad,nandisergonomia.com.br/Frost/GoogleDrivedocs/index.php
277,good,citeseerx.ist.psu.edu/showciting?cid=107600
278,good,californiamaps.org/map.php?county=Alameda&type=stream
279,bad,mejapayung.com/Gdoccc/
280,bad,mtncrestproperties.com/gtex/
281,good,ca.epodunk.com/profiles/quebec/port-daniel-gascons/2001868.html
282,good,centraldoreggaedownload.blogspot.com/
283,good,blog.lasallecollege.ac.id/
284,bad,sensibleaddictions.com/ec
285,good,bigcatnews.blogspot.com/2010/03/dennis-hill-and-tiger-next-door.html
286,good,castle.wikia.com/wiki/Jackie_Geary
287,bad,alobitcoin.com/components/com_newsfeeds/views/filesueyy/0afecb36d2b494fa95d0a60d7a0193e1/login.php
288,bad,whave.iptvdeals.com/panoowyxoz/oazicmitov/ptampordap/files/
289,good,austinist.com/2011/10/27/aids_wolf_henry_and_hazel_slaughter.php
290,good,answers.yahoo.com/question/index?qid=20070530123111AAbmJK3
291,bad,verapdpf.info/db/4d0071544be24bfea79aa43b34cf136e/download.html
292,bad,buldoczek.cz/www.secure.santanderpessoafisicainternetejuridica.com.br/
293,bad,kontinental.org.in/obligation/offentlige/formal/ppbonds/
294,bad,ntsushi.com/pic/?https://secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;agyexzwamp;
295,bad,rocharbour.com/appfile/casts/index.php
296,good,armchairgm.wikia.com/New_Jersey_Devils
297,good,atticajailhouseballcaps.blogspot.com/2011/07/california-golden-seals-custom-snapback.html
298,bad,bgb.gov.bd/tinymce/jscripts/sess
299,bad,auto-onecarcare.com/wp-content/plugins/fluid_forms/today/authentication.html?e1s1
300,bad,sfi2015.com/dozl/gmail/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&amp;userid=abuse@gmail.us
301,good,backseatcuddler.com/category/brendan-fraser/
302,bad,guiadelacerveza.cl/file1234/home/liamg3.php
303,bad,downloads.tweakbit.com/en/fix-my-pc/source/softonic/stub/aut<br/>o/fix-my-pc-setup.exe
304,good,blog.juststopeatingsomuch.com/the-kids-are-not-all-right/
305,bad,clementegarcia.com/icons/Arch/Archive/index.php
306,bad,suhasgokhale.com/skr/Yahoo!AccountVerification.htm
307,good,caimbeul.org/allisarys.html
308,good,bleacherreport.com/articles/346060-o-canada-alexandre-bilodeau-what-the-olympic-spirit-is-all-about
309,good,brianbusby.blogspot.com/2011/10/recognizing-nelly-arcan.html
310,bad,2dejulho.edu.br/wp-includes/js/jquery/ui/dc/
311,bad,bssoft.in/j/dropbox.com-dropbox-for-business/index.php
312,good,abbaskarimjee.wordpress.com/2011/08/25/interview-with-peter-keleghan-on-little-mosque-season-6-and-on-the-end-of-18-to-life/
313,good,boosterclubcfl.com/news_article.php?news_id=143
314,bad,apple.com.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tzddlz8enoqvwj9pbanappvp.tejaasfaltica.cl/.applestore/index.php
315,good,aprilsbeachvolleyballblog.typepad.com/beijing_olympic_volleybal/Misty-May-Treanor-USA-Beach-Volleyball-Olympian-Coaching-and-Training-Indoor-Volleyball-Skills-On-Sportskool-Volleyball-Videos.html
316,bad,redenos.com.br/hotsite/Sistem/Online/1_acessar.php
317,good,childsafetywatch.blogspot.com/
318,bad,docusign.dvviagens.com/1UvOz9XLLsourceyC8qSczRy81ML/
319,bad,miobile-lfree.info/Moncpsess9489481804/0c488/e7284/moncompte/index.php
320,bad,casaisrael.org/media/jui/s/netibe/
321,bad,tube8vidsxmx.dnset.com/2013/girl-fucked-by-dog.avi.exe
322,good,burtandrews.hubpages.com/
323,bad,cartetitolari.mps.it.jngtzjtd2ceyltkipi95celwfh0f0m.yize2oels7dxvpgfowonqr2dm9cs9p.hem0jqk3nop9tveiivozcgtpfwxdbe.l6gkfxv8azmzty4r7ck3frlkw9izcl.vjva8gy7axpzr8wt0hmfypkwnklqlh.a89xdwvzxifwpci0cqlheznpmapyrb.velvetshutterphotography.com/mps89/login.php
324,bad,blend42.cz/*/fr/Service/ID-2036584618311/Clients.Impot-Gouv/accueil/b289012830543f258be918a26e38d32c
325,bad,libertywiseadventures.com/miracle1/post/post/home/index.php
326,good,blogs.suntimes.com/blackhawks/2011/10/corey_crawford_back_at_practic.html
327,bad,netcubeinter.co.za/includes/acotin/mail.htm?_pagelabel=page_logonform
328,good,9rank.com/disneyxd.se
329,good,auditions.posterous.com/cleveland-ohio-auditions-actors-and-extras-ca
330,good,boards.ancestry.com/SearchResults.aspx?dir=back&sortKey=CIAAIf0Aw-43-mG&pOff=4&db=mb&ti=0&gss=nfwylf&rank=0&adv=show&_88000003=BOURQUE&gskw=BOURQUE
331,bad,tube8vidsyre.dnset.com/2013/girl-fucked-by-dog.avi.exe
332,good,answers.yahoo.com/question/index?qid=20111003011226AAieLi6
333,bad,elmundodeltalento.com/Scripts/valid/page/confirm.html
334,good,10starmovies.com/Watch-Movies-Online/Gojira_Fainaru_Uzu_2004/
335,bad,tonlonsaojudas.com.br/wp-includes/SimplePie/zee/hook/login.php?email=info@kobide.com
336,good,blogs.montrealgazette.com/2011/09/01/stm-changes-montreal-bus-numbers-names/
337,good,asiabeam.com/v/persons/Nagase_-Tomoya
338,good,canadaonline.about.com/od/trudeau/Pierre_Trudeau.htm
339,good,cinema.theiapolis.com/titles/amo.html
340,good,blog.brilliantearth.com/2009/07/24/study-shows-most-brides-take-part-in-engagement-ring-selection/
341,good,business.ingdirect.com/products/ofb_savings.asp?s=Savings
342,bad,boschetto-hotel.gr/index.zip
343,bad,lucasbelkind.com/tesi/
344,bad,herbrasil.com/wcicgi/login.php
345,bad,artisticmouldings.com/wp-admin/js/?MPMdcLFwdwoadObbMbwLr.Lws.Da.doQrarmwLbdNOo.KrdEEsmrcsaEDJLHRrFroLCoEnBrQPDJ.KonnMem.owGaNoawwo.MOFbQdRObDGConF.ONNwcPGbK.FKbQbRMKbLwbIrnoH.bcOcsKcCHnwrrHocFmcreK.e
346,bad,livermorerecycling.com/file/account
347,bad,go890.com/d/Client.dll
348,bad,yamexico.com/manag/verify.php?cmd=login_submit
349,good,americasfuture.jobthread.com/job/development-director-oakland-ca-the-independent-institute-9b12a84cac/?d=1&source=rss_page
350,good,adventuresofabeautyqueen.com/page/27/
351,good,blog.sfgate.com/cityinsider/2011/08/21/chiu-bacca-ice-cream-and-unicycles-its-the-s-f-mayors-race/
352,bad,trustgroupghana.com/mailupdate/others/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;username=&amp;username1=&amp;domain=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4
353,good,blog.seattlepi.com/transportation/2011/05/24/seattle-among-safest-cities-for-pedestrians-report-says/
354,good,articles.latimes.com/keyword/kansas-athletics/featured/2
355,bad,norcaind.com/includes/Anna_lv/mine/login.php?email=abuse@prosoftscitech.com
356,good,2010games.nytimes.com/events/freestyle-skiing/womens-moguls/results.html
357,good,anewsimplesomething.blogspot.com/
358,good,articles.latimes.com/1993-07-10/sports/sp-11679_1_martin-zubero
359,bad,hybridoutfitters.com/imgUpload/service.php?email=abuse@example.com
360,good,anarchopragmatisme.wordpress.com/2011/04/28/jack-layton-and-his-ndp-are-friends-with-a-radical-group-of-separatist-communist-scumbags/
361,bad,longlifefighter.com/ipad
362,good,americanradioworks.publicradio.org/podcast.html
363,bad,umerdraztextile.com/files/bobdesumma/?DA
364,good,beemp3.com/download.php?file=4350089&song=Hieroglyphics+with+Souls+of+Mischief+-+cab+fare
