,url,label
127,shropshirestar.com/sport/wolverhampton-wanderers-fc/2011/11/02/steven-fletcher-loses-fitness-fight-for-wolves-clash/,good
128,1linereview.blogspot.com/2010/03/man-from-london-2007.html,good
129,tvrage.com/person/id-200392/Vivian+Vachon,good
130,preciouserica.com/,good
131,facebook.com/pages/Tokio/112638738747255,good
132,123people.com/b/chantal+rouleau,good
133,associatedcontent.com/article/1645917/2009_oakland_raiders_free_agent_moves.html,good
134,flixster.com/actor/martha-jean-steinberg,good
135,campuscorner.com/ohio-colleges/james-a-rhodes-state-college/curriculum.htm,good
136,movies.msn.com/movies/movie/session-9.1/,good
137,en.wikipedia.org/wiki/Missy_Peregrym,good
138,123people.com/z/denis+patenaude,good
139,rcgov.org/Code-Enforcement/index.html,good
140,cabincrewrecruitment.net/,good
141,onamrecords.com/Tuff_Break.html,good
142,homeruncards.com/d/decinces-doug-baseball-cards.shtml,good
143,spartansweblog.com/2008/05/28/your-2008-09-michigan-state-basketball-roster/,good
144,uk.linkedin.com/in/mitchelltracy,good
145,rankwhat.com/?viva=show&Keywords=Stu+Lantz+Salary&FORM=R5FD2,good
146,viarail.ca/en/trains/ontario-and-quebec/montreal-jonquiere,good
147,metacafe.com/watch/an-0_uU2nnuthtbn/cry_wolf_2005_lewis_and_mercedes_on_the_phone/,good
148,plaxo.com/directory/D/78/28/index.html,good
149,esl-lesson-plan.com/archives/2011/07/give_peace_a_chance.php,good
150,vancepublications.com/,good
151,unindustrial.com/,good
152,pro-football-reference.com/teams/rai/,good
153,myspace.com/alteregotunes,good
154,montreal.about.com/od/septemberinmontreal/a/pop-montreal-2011-lineup_5.htm,good
155,en.wikipedia.org/wiki/Paseo_Academy,good
156,123people.com/s/paul+brodie,good
157,youtube.com/watch?v=XHHJBkGg4Jk,good
158,saltspringseeds.com/articles/dan-jason-bio.htm,good
159,mylife.com/c-609840029,good
160,shortfilmcentral.com/,good
161,music.gsu.edu/,good
162,serbianbaseball.org/,good
163,thaicargo.com/,good
164,sympatico.ca/scott.naylor/Graves/NewIndex/GraveMarker1.HTM,good
165,tvshowsondvd.com/shows/Jacob-Two-Two/11538,good
166,guinnessworldrecords.com/news/do-you-want-to-break-a-world-record-on-tv/,good
167,dramastyle.com/movie/Pride-And-Prejudice-2005-film/,good
168,mp3.com/artist/Samantha%2BNewark,good
169,mahalo.com/jennifer-finnigan/,good
170,cansoc.org/showthread.php?41769-U23-Olympic-Team-Pool,good
171,youtube.com/watch?v=0LzaFrexOlo,good
172,linkedin.com/directory/people/bachand-2.html,good
173,lawyers.justia.com/lawyers/criminal-law/washington/yakima-county,good
174,profilecanada.com/companydetail.cfm?company=129720_Domtar_Inc-Espanola_Mill_Espanola_ON,good
175,lawyerratingz.com/ratings/6559/Lawyer-Nicholas-J.-Bachand.html,good
176,itunes.apple.com/us/album/one-take-volume-one/id307193210,good
177,encyclopedia2.thefreedictionary.com/Ronaldo+Lu%c3%ads+Nazario+de+Lima,good
178,fitness.gov/,good
179,delawareliberal.net/2008/07/17/obama-art-clobbers-mccain-art/,good
180,videojug.com/tag/stefanie-schaeffer,good
181,greatesthockeylegends.com/2011/10/serge-aubrey-passes-away.html,good
182,dragtotop.com/s_e_cupp,good
183,spoke.com/info/lindex-person/nd,good
184,daydreamerdecals.com/index.html,good
185,medical-dictionary.thefreedictionary.com/Myocardial+ischemia%2finfarction,good
186,lasvegasweekly.com/events/2011/apr/29/17905/,good
187,facebook.com/pages/Honduras-national-football-team/107944109227517,good
188,imdb.com/Sections/Awards/Academy_Awards_USA/1938,good
189,universalhhc.com/,good
190,mp3.com/artist/Edwin%2BHawkins%2BSingers,good
191,sweetswatter.com/,good
192,experiencefestival.com/a/David_Mann_painter/id/2047704,good
193,engadget.com/2011/01/06/ford-motor-company-ceo-alan-mulally-tells-us-why-ces-is-importan/,good
194,pressofatlanticcity.com/news/top_three/,good
195,naymz.com/tonieichholz2796389,good
196,uoflsports.com/sports/m-footbl/mtt/burns_bobby00.html,good
197,redwings.nhl.com/club/player.htm?id=8449905,good
198,en.wikipedia.org/wiki/Charmaine_Borg,good
199,profilecanada.com/companydetail.cfm?company=753700_Dar_al_Iman_Ecole_DE_Samedi_Saint-Laurent_QC,good
200,blog.lenkov.com/blog.html?fb_385883_anch=1615163,good
201,assassinscreed.wikia.com/wiki/Arthur_Holden,good
202,courttheatre.com/,good
203,en.wikipedia.org/wiki/ASB_Bridge,good
204,ballymenabaptist.org/,good
205,en.wikiquote.org/wiki/Lewis_Black,good
206,findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=6699730,good
207,linkedin.com/pub/dir/adam/sherman,good
208,websterkirkwoodtimes.com/Articles-i-2008-07-18-78336.113117_Medical_Building_Opens_In_Kirkwood.html,good
209,christianmusic.com/justin_mcroberts/justin_mcroberts.htm,good
210,forum.skins.be/50-hq-unknown-pictures/12692-seanna-mitchell/,good
211,hollywood.com/celebrity/1428979/Dolores_Michaels,good
212,cantonrep.com/news/x1968433188/Oil-expo-in-town-this-week,good
213,en.wikipedia.org/wiki/Bill_Torrey,good
214,freepages.genealogy.rootsweb.ancestry.com/~crackerbarrel/HardeeLandmarks.html,good
215,livingwill.com/,good
216,fandango.com/jasonbernard/filmography/p5769,good
217,encyclopediavirginia.org/Johnston_Mary_1870-1936,good
218,chenowethsite.com/ch6t6j5.htm,good
219,ckuik.com/Haken,good
220,thecia.com.au/reviews/s/seducing-doctor-lewis.shtml,good
221,listingsca.com/Quebec/Montreal-Region/Montreal-Area/Montreal/article-montreal-activities.asp,good
222,guardian.co.uk/football/2009/nov/04/thailand-mcdonalds-burgers-football-sponsorship,good
223,summer-fresh.com/,good
224,pro-football-reference.com/teams/det/1945.htm,good
225,trailers.apple.com/trailers/focus_features/paranorman/,good
226,barnesandnoble.com/w/guerrilla-marketing-jay-conrad-levinson/1103667087,good
227,fryebowling.com/,good
228,linkedin.com/in/rachelwilsonsphr,good
229,ebay.com/sch/i.html?_nkw=arashi+5x10,good
230,mbca.org/forum/wiechers-sport-strut-braces,good
231,trinidadexpress.com/news/ST-CYR-RESIGNS-131608433.html,good
232,wwi.lib.byu.edu/index.php/The_Belgian_Grey_Book,good
233,centralwestballet.com/staff.htm,good
234,susanna-mcleod.suite101.com/the-montreal-womens-symphony-orchestra-a136467,good
235,insiderpages.com/doctors/Arthur-J-Daigneault-MD-Laguna-Hills,good
236,playboys.us/playboy-video-playmates-p-40113.html,good
237,officegamespot.com/quarterback-challenge-2009.htm,good
238,inter-faces.eu/catalogue.php,good
239,pipl.com/directory/name/Wiernicki/Peter,good
240,hayk.net/destinations/montreal-qc/organizations/,good
241,123people.ca/s/guy+desjarlais,good
242,imdb.com/name/nm0126119/,good
243,jasonhartmanfoundation.org/,good
244,hotelvernazza.com/english/hotel_vernazza.htm,good
245,facebook.com/paperthickwalls,good
246,ehow.com/about_6392601_rhythm-blues-music_.html,good
247,agsci.psu.edu/it/how-to/locate-signature-station-at-penn-state-campus,good
248,tvguide.com/celebrities/mario-lemieux/255289,good
249,en.goldenmap.com/TWA_flight_800,good
250,texastrader.com/Information/Kansas_City_Southern_Railway.htm,good
251,youtube.com/watch?v=KUjwF4-Fzq0,good
252,seattle.citysearch.com/profile/41931682/seattle_wa/action_reaction_physical_therapy.html,good
253,pbs.org/independentlens/writwriter/film.html,good
254,youtube.com/watch?v=8bc2YraGrr8,good
255,andrewsolymosi.sys-con.com/,good
256,youtube.com/watch?v=sJ8JhyG5jXA,good
257,unionlabel.redrag.net/,good
258,imdb.com/name/nm0401998/,good
259,top-topics.thefullwiki.org/French_nobility,good
260,goduke.com/ViewArticle.dbml?DB_OEM_ID=4200&ATCLID=205035463,good
261,metal-archives.com/bands/Nuclear_Assault/121,good
262,emeraldinsight.com/journals.htm?articleid=851742&show=abstract,good
263,bioproj.sabr.org/bioproj.cfm?a=v&v=l&bid=972&pid=829,good
264,dailybail.com/home/ron-paul-embarrasses-mitt-romney-as-he-demonstrates-true-lea.html,good
265,knowledgerush.com/kr/encyclopedia/List_of_Montreal_metro_stations/,good
266,people.famouswhy.com/zenon_konopka/,good
267,tommykaneillustration.com/,good
268,youtube.com/watch?v=e8JcAi6XhVo,good
269,content.usatoday.com/community/tags/topic.aspx?req=tag&tag=McClymonds,good
270,answers.com/topic/wanda-sykes,good
271,collettbuckingbulls.com/events,good
272,videosurf.com/jacques-rougeau-145125,good
273,users.mo-net.com/nixit/hockeyliterature.html,good
274,hockeyindependent.com/blog/bluesfan45/21309/,good
275,newson6.com/story/16118463/2-killed-1-injured-when-car-slams-into-bridge-pylon-near-chouteau,good
276,montreal.en.craigslist.ca/reo/,good
277,saddoboxing.com/boxing_news/20420-manfredo-i-want-duddy.html,good
278,twitter.com/grapes_of_sloth,good
279,en-gb.facebook.com/elephantt,good
280,tripadvisor.com/ShowTopic-g155032-i51-k2242209-Rude_people_in_Montreal-Montreal_Quebec.html,good
281,search.ancestry.com/search/db.aspx?dbid=6644,good
282,pipl.com/directory/name/Barber/Cecil,good
283,spokeo.com/Douglas+Duncan,good
284,panachemag.com/File/Misty_Copeland/,good
285,actorvijay.net/,good
286,chicago.citysearch.com/profile/map/35356740/chicago_il/bert_friello_state_farm_agent.html,good
287,ebay.com/sch/i.html?_nkw=bernie+parent,good
288,kearnynj.org/uez,good
289,facebook.com/pages/Bishop-ODowd-High-School/238068356764,good
290,beemp3.com/index.php?q=gyroscope+snakeskin&st=song,good
291,crtc.gc.ca/eng/about/Pentefountas.htm,good
292,nicole-mignon.blogspot.com/,good
293,bloomberg.com/news/2010-05-12/shell-has-three-potential-buyers-for-refinery-in-montreal-committee-says.html,good
294,moga.mo.gov/,good
295,cadillacfairview.com/Notesdata/HR/CF_LP4W_LND_WebStation.nsf/page/Cadillac+Fairview+acquires+Windsor+Station+property+in+downtown+Montreal,good
296,johnhallcongressman.blogspot.com/,good
297,lro7.com/radio/The_Pickle_993,good
298,imdb.com/name/nm0415191/,good
299,kudzu.com/m/CorbettF-ScottMD-22470239,good
300,wcsdt.wordpress.com/,good
301,youtube.com/watch?v=vZPmZ64m3_4,good
302,newenglandrecruitingreport.com/,good
303,babynology.com/meaning-cali-f14.html,good
304,bayareafairtradecoalition.blogspot.com/,good
305,local.yahoo.com/info-15447204-amc-theatres-lennox-town-center-24-columbus,good
306,spokeo.com/Barbara+Graham,good
307,absoluteastronomy.com/topics/Richard_Myers,good
308,prowrestling.wikia.com/wiki/Missy_Hyatt,good
309,flixster.com/movie/les-boys-3,good
310,wix.com/adrianprovost/thinkpublicrelations,good
311,bennettlaw.com/professionals/attorneys/roger-wm-bennett/,good
312,trueknowledge.com/q/how_long_is_uss_war_hawk,good
313,westminster-mo.edu/wc_users/homepages/staff/brownr/missouriCC.htm,good
314,utahstateaggies.com/sports/m-baskbl/spec-rel/090310aad.html,good
315,absoluteastronomy.com/topics/Texas_Tech_Red_Raiders,good
316,spanish.about.com/b/2006/04/29/the-us-national-anthem-in-spanish.htm,good
317,streetdirectory.com/asia_travel/travel/whats_nearby.php?travel_id=1268&travel_site=106622&level=6,good
318,chesstalk.com/tour/,good
319,perfectpeople.net/celebrity-star/11007/cary-lawrence.htm,good
320,bartleby.com/248/5.html,good
321,celebsempire.com/femalecelebs.php?name=Vanessa%20Lengies,good
322,pipl.com/directory/people/Annie/Bourgeois,good
323,gointothestory.blcklst.com/2009/07/screenwriting-101-joe-eszterhas.html,good
324,youtube.com/watch?v=W0GoGdM3Oyk,good
325,quincyjones.com/?s=carnaval,good
326,schoolfinder.com/schools/programDetail.asp?ProgramID=37294&URL=program,good
327,djmusiq.us/video-songs/anusha.html,good
328,en.wikipedia.org/wiki/Galen_Rowell,good
329,hockey-reference.com/players/b/brisepa01.html,good
330,culturebully.com/social-distortion-hard-times-and-nursery-rhymes-album-review,good
331,disney.wikia.com/wiki/Playhouse_Disney,good
332,mylife.com/steven_bouchard,good
333,myspace.com/video/despised-icon/day-of-mourning-video/100869988,good
334,linkedin.com/pub/dir/julien/carette,good
335,spoke.com/info/pETcSa/ClarkMiller,good
336,axiscorporation.net/,good
337,mayoclinic.com/health/sudden-cardiac-arrest/DS00764,good
338,imdb.com/title/tt1233381/,good
339,eastbayexpress.com/ebx/fruitvale-the-new-hipster-hangout/Content?oid=2491920,good
340,caseymckinnon.com/blog/,good
341,thevintageracer.com/articles/jigger1.htm,good
342,manta.com/c/mtrv29r/matt-sheridan,good
343,holytrinityalcc.org/ministries/church-services/,good
344,bellator.com/ViewArticle.dbml?DB_OEM_ID=23600&ATCLID=204919178,good
345,northernblues.com/review_gp_bluesmans.html,good
346,news.yahoo.com/bank-montreal-says-no-plans-dividend-154435228.html,good
347,miamiartexchange.com/2011/10/musee-dart-contemporain-de-montreal-the-quebec-triennial-2011-the-work-ahead-of-us/,good
348,bluevisualizm.blogspot.com/,good
349,channels.isp.netscape.com/celebrity/story.jsp?idq=/ff/story/1001/20111107/6781.htm&phototerm=%27conrad%20murray%27&maxphotos=6&storyterm=%27conrad%20murray%27&maxstories=4&floc=NI-slot1a,good
350,mylife.com/clayton-royce,good
351,infoplease.com/ce6/world/A0835719.html,good
352,en.wikipedia.org/wiki/Alexis_Gray-Lawson,good
353,dictionary.sensagent.com/montreal+protocol/en-en/,good
354,business.ohio.gov/,good
355,uk.linkedin.com/pub/mike-sherrard/8/8b2/799,good
356,allstarpics.net/pic-gallery/stefanie-schaeffer-pics.htm,good
357,ereaderbibles.com/,good
358,mmamania.com/2011/10/25/2513370/bellator-59-lyman-good-vs-michael-costa-booked-for-nov-26-in-atlantic,good
359,fedchurch.org/Content.aspx?content_id=73399&site_id=10192,good
360,cenparmi.concordia.ca/,good
361,sci.rutgers.edu/forum/showthread.php?t=142233&goto=newpost,good
362,polyvore.com/aldo_boots/collection?id=679318,good
363,amazon.com/Silver-Blood-Transmission-Tribes-Neurot/dp/B00000384S,good
364,reunion.com/randymunter/,good
365,en-gb.facebook.com/sarah.matheny,good
366,directlyrics.com/ciara-speechless-lyrics.html,good
367,manta.com/c/mmjl0cy/golden-gate-branch-library,good
368,jigsaw.com/scid15585680/brad_holman.xhtml?ver=5,good
369,articles.latimes.com/keyword/safeway-stores-inc,good
370,jacksonville.craigslist.org/hsh/2672856180.html,good
371,seattletimes.nwsource.com/html/marinersblog/2016328078_oakland_athletics_at_mariners_21.html,good
372,vfwpost1111.org/,good
373,atlantasoccerblog.com/2011/01/mls-to-atlanta/,good
374,archive.org/stream/writingsthomasp00paingoog/writingsthomasp00paingoog_djvu.txt,good
375,community.wdc.com/t5/WD-TV-Live-General-Discussions/French-Canadian-TV-tou-tv-on-WDTVLIVE/td-p/113536,good
376,digitalcorvettes.com/forums/showthread.php?p=1315599,good
377,youtube.com/watch?v=pndAjRVxgGs,good
378,blog.zap2it.com/frominsidethebox/2011/03/x-factor-auditions-start-in-los-angeles-x-factor-dance-and-more.html,good
379,mp3raid.com/music/arashi_to_be_free.html,good
380,myspace.com/alexpardee,good
381,travelingluck.com/Europe/Slovenia/Slovenia+%28general%29/_3190683_%C5%A0krilj.html,good
382,facebook.com/people/Rob-Rock/1079409841,good
383,chevroletmalibu.net/,good
384,demo.ootunes.com/radio_streams_that_work_on_iphone/ksol%20radio%20station%20107.7fm,good
385,accommodations-travelnow.com/missouri/kansas-city.htm,good
386,healpth.com/doctors/richard-tallman-894443/,good
387,altmusic.about.com/od/reviews/fr/wolf-parade-expo-86.htm,good
388,i395ea.com/,good
389,planetgearsofwar.gamespy.com/View.php?view=GameInfo.Detail&id=12&game=6,good
390,dreamessays.com/customessays/History%20Essays/7734.htm,good
391,wwe.com/shows/backlash/2002,good
392,squidoo.com/mythical-unicorns,good
393,baseball-reference.com/bullpen/Jesse_Gonder,good
394,youtube.com/artist/Vishal-Shekhar,good
395,music.yahoo.com/claude-dubois/,good
396,usa-people-search.com/Find-James-Brown-Charleston-SC.aspx,good
397,johnkeabler.com/,good
398,police.amtrak.com/index.php?option=com_content&view=category&layout=blog&id=1&Itemid=50,good
399,chowhound.chow.com/topics/690832,good
400,facebook.com/people/Peter-McGill/100000709567053,good
401,ffwdweekly.com/article/music/music-previews/big-bounce-hits-calgary/,good
402,zillow.com/homes/for_sale/Le-Center-MN/,good
403,youtube.com/watch?v=9sX-MUnQ-Pw,good
404,exchangestudios.com/,good
405,mylife.com/jeffrussellbennett,good
406,canoe.ca/SlamWrestlingBios/garvin_ron.html,good
407,fanpix.net/gallery/robert-williams-pictures.htm,good
408,espn.go.com/mens-college-basketball/tournament/bracket/_/id/16/2010-big-12-tournament,good
409,youtube.com/watch?v=z4iCGz4ecH0,good
410,vaughtsviews.com/?p=12211,good
411,movies.msn.com/movies/movie/unaccompanied-minors/,good
412,vimeo.com/22059788,good
413,examiner.com/golf-in-national/security-guards-tiger-s-crib-across-from-isleworth-s-golf-range-wesley-snipes-lives-next-door,good
414,mansonwiki.com/wiki/2003-2005_The_Golden_Age_of_Grotesque_imagery,good
415,tr2nb40.org/,good
416,baseball-reference.com/teams/OAK/2006.shtml,good
417,youtube.com/watch?v=EKMPf737pp0,good
418,articles.orlandosentinel.com/2011-08-28/sports/os-diaz-mike-flanagan-mlb-0830-20110828_1_flanny-pitchers-freak-show,good
419,m.espn.go.com/nfl/story?storyId=7005624&amp;i=FB&amp;w=1b1d5&amp;pg=4,good
420,improvplayworks.com/workplace-seminars/,good
421,tcpalm.com/news/2011/nov/14/wedding-cory-allen-and-amanda-willis/,good
422,thomo.coldie.net/archive/www.geocities.com/bensonclass/index.html,good
423,topix.com/us-soccer/new-england-revolution,good
424,en.wikipedia.org/wiki/KREV,good
425,chacha.com/question/what-is-the-san-diego-chargers-game-schedule-this-season,good
426,listenonline24.com/listen/Your_Smooth_Jazz_981,good
427,nme.com/reviews/marcus-foster/12328,good
428,why-rush.com/concert/kesha-kansas-city-missouri/,good
429,prnewswire.com/news-releases/cadbury-adams-usa-llc-re-releases-classic-nostalgia-brands-to-celebrate-135th-birthday-of-modern-chewing-gum-55475212.html,good
430,aquinasandmore.com/catholic-gifts/agnes-icon/sku/13171,good
431,hockey-reference.com/teams/CHC/1974.html,good
432,finance.yahoo.com/news/PAID-Inc-Grassroots-Marketing-iw-2474731199.html,good
433,zedload.com/lavalys-everest-ultimate-edition-4.60.15-crack-serial-download.html,good
434,coengr.co.allen.oh.us/,good
435,answers.com/topic/brotherhood-of-the-wolf-1,good
436,thomascraclap.blogspot.com/2010/05/babes-list.html,good
437,myspace.com/fullforcesweden,good
438,sanleandrolocksmith.1stbestservice.com/,good
439,myspace.com/newarchitectsband,good
440,abmp3.com/artist/d/76,good
441,imscouting.com/players/steven-gerrard/,good
442,linkedin.com/company/bank-of-montreal,good
443,historyworld.net/about/sources.asp,good
444,linkedin.com/in/match411,good
445,myspace.com/aimlessblades,good
446,lionbelly.blogspot.com/,good
447,80artworks-vanartgallery.com/arthur-lismer/,good
448,bangorinfo.com/Special/bangor_record_temps.html,good
449,houghhuskiesfootball.org/Coaches.aspx,good
450,thomasgeorge.net/,good
451,magnifyyourlife.com/,good
452,ca.linkedin.com/pub/pierre-gauthier/21/2a6/57b,good
453,torrentz.eu/aa82db9086f03db9c210d4f8db392b8079994b03,good
454,usidentify.com/l/mazurek,good
455,poptower.com/kelly-blatz-pictures.htm,good
456,dailyunion.com/index.asp,good
457,moejackson.com/2011-jane-eyre-film-review-0312,good
458,tagwatch.stoecker.eu/Europe/De/tagstats_website__.html,good
459,siouxcityjournal.com/business/local/article_93f6c3e7-062f-590c-a44a-2194b6997e92.html,good
460,en.wikipedia.org/wiki/1976_Summer_Olympics,good
461,youtube.com/watch?v=fmfnDowXH1k,good
462,bowershrimp.com/shrimp-international-news-febr/,good
463,quod.lib.umich.edu/cgi/t/text/text-idx?c=moa&cc=moa&view=text&rgn=main&idno=ABF2706.0001.001,good
464,freepages.genealogy.rootsweb.ancestry.com/~larry/gen/famf3.htm,good
465,un.org/Pubs/CyberSchoolBus/peaceday/poem/poem.asp,good
466,cutekangana.com/,good
467,thelibertybowlstadium.com/maps.html,good
468,chicago.blockshopper.com/condos/development/15306-hamlin-ridgeway-condos,good
469,stritch.edu/studentlife/athletics/mensbb.aspx,good
470,history.rochester.edu/canal/bib/,good
471,collegeandjuniortennis.com/iAllAcademic05.htm,good
